연도,학년,과목,문형,문항번호,성취기준_코드,시대,문제형식,세부형식,자료핵심요소,정답,정답핵심요소,이미지경로,원본PDF,처리일시
2024,고1,역사,가형,1,9역07-01,삼국시대 이전,답사형,가이드 1명 설명,"고인돌, 계급 발생",4,청동기,output/images/basic/2024_고1_역사_가형_1.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,2,9역07-02,삼국시대 이전,수업형,탐구 활동 보고서,"주몽, 동맹, 서옥제",5,고구려,output/images/basic/2024_고1_역사_가형_2.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,3,9역07-01,삼국시대 이전,대화형,학생 3인 대화,"청동기 문화, 8조법, 단군왕검",5,고조선,output/images/basic/2024_고1_역사_가형_3.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,4,9역07-03,삼국시대,대화형,역사 인물 대화,"장수왕, 영락 연호, 고구려 정복 활동",5,광개토 대왕,output/images/basic/2024_고1_역사_가형_4.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,5,9역07-04,삼국시대,자료 제시형,백과사전,"석가모니, 사찰, 탑, 불상",3,불교,output/images/basic/2024_고1_역사_가형_5.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,6,9역08-01,남북국시대,마인드맵형,인과 관계도,"나당 동맹, 백제 멸망, 고구려 멸망, 나당 전쟁",5,삼국 통일,output/images/basic/2024_고1_역사_가형_6.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,7,9역08-01,남북국시대,수업형,교사와 학생 대화,"발해, 일본에 보낸 외교 문서, 고려(고구려) 왕 자칭",5,고구려 계승 의식,output/images/basic/2024_고1_역사_가형_7.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,8,9역08-02,남북국시대,퀴즈형,골든벨,"국학, 신문왕",3,인재 양성,output/images/basic/2024_고1_역사_가형_8.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,9,9역08-03,남북국시대,자료 제시형,가상현실(VR) 체험,"다보탑, 불교의 이상 세계",3,불국사,output/images/basic/2024_고1_역사_가형_9.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,10,9역08-02,남북국시대,퀴즈형,스피드 퀴즈,"골품제, 관직 진출 제한, 최치원",1,6두품,output/images/basic/2024_고1_역사_가형_10.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,11,9역09-01,고려,카드형,역사 인물 카드,"태조 왕건, 후삼국 통일, 훈요 10조",1,고려 건국,output/images/basic/2024_고1_역사_가형_11.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,12,9역09-01,고려,영상자료형,드라마 장면 자료,"무신 정변, 문신에 대한 차별, 정중부",4,무신 정변,output/images/basic/2024_고1_역사_가형_12.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,13,9역09-02,고려,대화형,역사 인물 대화,"서희, 소손녕, 거란과의 외교 담판",1,서희,output/images/basic/2024_고1_역사_가형_13.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,14,9역09-03,고려,대화형,백성 2인 대화,"기철, 친원 세력, 권문세족의 횡포",2,반원 자주 개혁,output/images/basic/2024_고1_역사_가형_14.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,15,9역09-04,고려,대화형,학생 2인 대화,"김부식, 삼국사기",2,삼국사기,output/images/basic/2024_고1_역사_가형_15.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,16,9역10-01,조선,대화형,역사 인물 대화,"이성계, 위화도 회군, 요동 정벌 중단",3,조선의 건국 과정,output/images/basic/2024_고1_역사_가형_16.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,17,9역09-04,고려,카드형,문화유산 카드,"고려 자기, 상감 기법",2,상감 청자,output/images/basic/2024_고1_역사_가형_17.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,18,9역10-02,조선,수업형,칠판 판서,"훈구와 사림의 갈등, 4차례에 걸친 발생",1,사화,output/images/basic/2024_고1_역사_가형_18.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,19,9역10-03,조선,영상자료형,TV 영상 자료,"세종, 훈민정음, 소리 글자",2,집현전 설치,output/images/basic/2024_고1_역사_가형_19.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,20,9역10-04,조선,카드형,역사 인물 카드,"임진왜란, 한산도 대첩, 노량 해전",4,이순신,output/images/basic/2024_고1_역사_가형_20.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,21,9역11-01,조선,대화형,역사 인물 대화,"허준, 전쟁과 질병으로 고통받는 백성 구제",4,동의보감 편찬 목적,output/images/basic/2024_고1_역사_가형_21.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,22,9역11-01,조선,대화형,역사 인물 대화,"영조, 붕당 정치의 폐해",3,탕평책,output/images/basic/2024_고1_역사_가형_22.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,23,9역11-02,조선,영상자료형,다큐멘터리 예고 자료,"전정, 군정, 환곡",5,삼정의 문란,output/images/basic/2024_고1_역사_가형_23.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,24,9역11-03,조선,답사형,가이드 1명 설명,"정약용, 거중기",1,수원 화성,output/images/basic/2024_고1_역사_가형_24.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,25,9역11-04,조선,실내전시형,미술 작품 해설,"서민 문화, 감정의 적극적 표현",1,풍속화,output/images/basic/2024_고1_역사_가형_25.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,26,9역12-01,개항기,수업형,수행평가 보고서,"안중근, 이토 히로부미, 하얼빈 의거",4,일제 침략에 대한 저항,output/images/basic/2024_고1_역사_가형_26.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,27,9역12-01,일제강점기,계획서형,답사 계획서,"태화관, 탑골 공원, 서대문 형무소, 유관순",1,3·1 운동,output/images/basic/2024_고1_역사_가형_27.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,28,9역12-02,현대,대화형,성인 2인 대화,"박정희 정부, 산업화, 수출 증가",2,경제 개발 계획,output/images/basic/2024_고1_역사_가형_28.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,29,9역12-03,현대,자료 제시형,역사 사진 전시,"신군부 세력의 쿠데타, 계엄군의 무력 진압, 전남 도청",5,5·18 민주화 운동,output/images/basic/2024_고1_역사_가형_29.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,가형,30,9역12-04,현대,영상자료형,극장 뉴스 영상 자료,"6·25 전쟁, 전쟁 고아",5,이산가족,output/images/basic/2024_고1_역사_가형_30.png,input/pdf/고1한국사/(2024)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,1,9역07-01,삼국시대 이전,실내전시형,박물관 유물 관람,"구석기 시대, 뗀석기",2,구석기 시대,output/images/basic/2024_고1_역사_나형_1.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,2,9역07-02,삼국시대 이전,자료 제시형,특징 목록 제시,"마한, 진한, 변한, 삼한, 소도, 제천 행사",2,삼한의 사회 모습,output/images/basic/2024_고1_역사_나형_2.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,3,9역07-03,삼국시대,대화형,학생 3인 대화,"장수왕, 평양 천도, 남진 정책",3,장수왕(고구려 전성기),output/images/basic/2024_고1_역사_나형_3.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,4,9역08-02,남북국시대,자료 제시형,역사 사전 자료,"신라 골품제, 성골, 진골, 6두품, 5두품",2,골품제,output/images/basic/2024_고1_역사_나형_4.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,5,9역07-01,삼국시대 이전,자료 제시형,건국 신화 사료,"단군왕검, 고조선 건국 신화",4,고조선,output/images/basic/2024_고1_역사_나형_5.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,6,9역07-04,삼국시대,자료 제시형,문화유산 조사 보고서,"삼국 시대 불교 문화유산, 익산 미륵사지 석탑",5,금동미륵보살반가사유상,output/images/basic/2024_고1_역사_나형_6.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,7,9역08-01,남북국시대,대화형,시기 전후 장면 대화,"김춘추, 진덕 여왕, 나당 동맹, 삼국 통일",5,황산벌 전투(백제 멸망),output/images/basic/2024_고1_역사_나형_7.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,8,9역08-01,남북국시대,자료 제시형,역사서 목차 제시,"대조영, 발해 건국, 고구려 계승",4,해동성국,output/images/basic/2024_고1_역사_나형_8.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,9,9역08-02,남북국시대,마인드맵형,인물 정책 개념도,"신문왕, 관료전 지급, 녹읍 폐지, 국학, 김흠돌",4,왕권 강화,output/images/basic/2024_고1_역사_나형_9.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,10,9역08-03,남북국시대,자료 제시형,우표 문화유산 제시,"통일 신라 불교 사찰, 김대성, 석가탑, 다보탑",3,불국사,output/images/basic/2024_고1_역사_나형_10.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,11,9역09-01,고려,대화형,왕과 신하 대화,"광종, 쌍기, 과거제",1,과거제,output/images/basic/2024_고1_역사_나형_11.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,12,9역09-01,고려,자료 제시형,인물 발언 사료,"만적, 무신 정권, 노비 문서",4,무신 정권 시기 천민의 봉기,output/images/basic/2024_고1_역사_나형_12.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,13,9역09-02,고려,대화형,전투 상황 대화(적장-아군),"강감찬, 귀주 대첩, 거란 침입",4,강감찬,output/images/basic/2024_고1_역사_나형_13.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,14,9역09-03,고려,수업형,학생 미술 과제,"배중손, 삼별초, 강화도, 진도",3,몽골에 대한 항전 의지,output/images/basic/2024_고1_역사_나형_14.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,15,9역09-04,고려,대화형,인물 2인 대화,"직지, 금속 활자, 인쇄술",1,고려 금속 활자 인쇄술의 발전,output/images/basic/2024_고1_역사_나형_15.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,16,9역09-04,고려,자료 제시형,디지털 문화유산 안내,"고려 청자, 상감 기법",1,상감 기법을 활용한 고려청자,output/images/basic/2024_고1_역사_나형_16.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,17,9역10-01,조선,수업형,판서 순서도,"위화도 회군, 한양 천도, 경국대전",3,한양 천도,output/images/basic/2024_고1_역사_나형_17.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,18,9역10-02,조선,수업형,문화유산 소개 수업,"도산서원, 사림, 성리학",2,서원(지방 교육 기관),output/images/basic/2024_고1_역사_나형_18.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,19,9역10-03,조선,인터뷰형,역사 인물 인터뷰,"세종, 집현전, 장영실",1,훈민정음 창제,output/images/basic/2024_고1_역사_나형_19.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,20,9역10-04,조선,답사형,가이드 2인 대화,"임진왜란, 이순신, 울돌목",1,명량 대첩,output/images/basic/2024_고1_역사_나형_20.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,21,9역11-01,조선,대화형,백성 2인 대화,"대동법, 공납",3,세금 제도의 개편(대동법),output/images/basic/2024_고1_역사_나형_21.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,22,9역11-01,조선,수업형,역사 연극 발표,"영조, 균역법, 군포",5,백성의 군역 부담 경감,output/images/basic/2024_고1_역사_나형_22.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,23,9역11-02,조선,영상자료형,TV 뉴스 보도,"임술 농민 봉기, 유계춘, 진주",4,임술 농민 봉기,output/images/basic/2024_고1_역사_나형_23.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,24,9역11-03,조선,수업형,학생 발표,"정약용, 거중기, 토지 개혁",5,정약용,output/images/basic/2024_고1_역사_나형_24.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,25,9역11-04,조선,실내전시형,미술관 전시 해설,"김홍도, 김득신, 풍속화",1,조선 후기 풍속화(서민 일상 표현),output/images/basic/2024_고1_역사_나형_25.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,26,9역12-01,개항기,대화형,백성 3인 대화,"갑오개혁, 신분제 폐지, 과거제 폐지",2,신분제 폐지,output/images/basic/2024_고1_역사_나형_26.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,27,9역12-01,일제강점기,카드형,인물 카드 제시,"유관순, 3ㆍ1 운동, 아우내 장터 만세 시위",4,유관순,output/images/basic/2024_고1_역사_나형_27.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,28,9역12-02,현대,마인드맵형,정부 시기 특징 개념도,"박정희 정부, 유신 헌법, 수출 100억 달러",5,경제 개발 5개년 계획 추진,output/images/basic/2024_고1_역사_나형_28.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,29,9역12-03,현대,계획서형,유적 답사 계획서,"5ㆍ18 민주화 운동, 광주, 계엄군",5,5ㆍ18 민주화 운동,output/images/basic/2024_고1_역사_나형_29.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고1,역사,나형,30,9역12-04,현대,대화형,학생 3인 대화,"남북 유엔 동시 가입, 이산가족 상봉, 6ㆍ15 남북 공동 성명",5,평화 통일을 위한 노력,output/images/basic/2024_고1_역사_나형_30.png,input/pdf/고1한국사/(2024)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,가형,1,10한사1-01-01,삼국시대,대화형,학생 2인 대화,"백제, 한강 유역, 장수왕, 웅진 천도",2,백제,output/images/basic/2024_고2_한국사_가형_1.png,input/pdf/(2024)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,가형,2,10한사1-01-02,삼국시대,대화형,학생 2인 대화,"이차돈, 신라, 불교 공인, 왕즉불",3,불교,output/images/basic/2024_고2_한국사_가형_2.png,input/pdf/(2024)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,가형,3,10한사1-01-03,고려,대화형,역사 만화 대화,"서희, 소손녕, 거란, 여진, 고려-송 교류",3,강동 6주 확보,output/images/basic/2024_고2_한국사_가형_3.png,input/pdf/(2024)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,가형,4,10한사1-01-04,고려,자료 제시형,문화유산 조사 보고서,"월정사 팔각 구층석탑, 관촉사 석조 미륵보살 입상",1,고려 불교 문화,output/images/basic/2024_고2_한국사_가형_4.png,input/pdf/(2024)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,가형,5,10한사1-01-05,조선,대화형,학생 2인 대화,"세종, 장영실, 자격루, 혼천의",3,훈민정음 창제,output/images/basic/2024_고2_한국사_가형_5.png,input/pdf/(2024)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,가형,6,10한사1-01-05,조선,인터뷰형,전문가 인터뷰,"임진왜란, 도요토미 히데요시, 이순신",3,한산도 해전 승리,output/images/basic/2024_고2_한국사_가형_6.png,input/pdf/(2024)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,가형,7,10한사1-01-06,조선,수업형,발표 수업,"보부상, 장시, 객주, 여각, 상업",2,상업과 유통망 발달,output/images/basic/2024_고2_한국사_가형_7.png,input/pdf/(2024)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,가형,8,10한사1-02-01,개항기,답사형,유적 답사,"흥선 대원군, 개혁 정치, 경복궁",4,양반에게 군포 징수,output/images/basic/2024_고2_한국사_가형_8.png,input/pdf/(2024)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,가형,9,10한사1-02-02,개항기,수업형,토론 대화,"조선 개항 논쟁, 일본, 위정척사, 조약",1,조미 수호 통상 조약,output/images/basic/2024_고2_한국사_가형_9.png,input/pdf/(2024)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,가형,10,10한사1-02-03,개항기,답사형,유적 답사,"조병갑, 만석보, 전봉준, 고부, 동학 농민 운동",4,동학 농민 운동,output/images/basic/2024_고2_한국사_가형_10.png,input/pdf/(2024)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,가형,11,10한사1-02-04,개항기,수업형,발표 수업,"을사늑약, 헤이그 특사, 고종",5,고종 황제 강제 퇴위,output/images/basic/2024_고2_한국사_가형_11.png,input/pdf/(2024)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,가형,12,10한사1-02-04,일제강점기,자료 제시형,단일 자료,"안중근, 대한의군, 동양평화론, 이토 히로부미",5,이토 히로부미 저격,output/images/basic/2024_고2_한국사_가형_12.png,input/pdf/(2024)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
